ID,title,content
,"Bán nềN Nam Long 2 Cần Thơ, vị trí vàng, gần hồ cảnh quan, hướng Đông nam mát mẻ","Thông tin mô tả nền đẹp Nam Long 2 Cần Thơ đươc ví như là Phú Mỹ Hưng ở Cần Thơ.
Thông tin chi tiết nền C5.23.
- Diện tích: 6m x 15m = 90m².
- Hướng: Đông Nam đón nắng sáng, mát mẻ quanh năm.
- Vị trí: Cực kỳ đắc địa, gần hồ cảnh quan lớn, trường học, khu thể thao, và trục Shophouse thương mại view hồ cảnh quan.
- Pháp lý: Sổ hồng riêng, công chứng sang tên ngay.
- Đường nội khu: Rộng, hạ tầng hoàn thiện, điện âm nước máy, cây xanh bao quanh.
Lợi thế đầu tư vượt trội.
- Nằm trong khu đô thị Nam Long 2 Central Lake, nơi quy tụ cộng đồng dân cư tri thức và doanh nhân thành đạt.
- Kết nối giao thông thuận tiện đến các tuyến đường huyết mạch: Trần Hoàng Na, Lê Trọng Tấn, Võ Nguyên Giáp, cầu Cần Thơ.
- Tiềm năng tăng giá mạnh khi khu vực hoàn thiện tiện ích và hồ cảnh quan chính thức đưa vào hoạt động.
- Cực kỳ phù hợp để xây nhà ở, cho thuê hoặc đầu tư lướt sóng trung hạn.
Sống tại Nam Long 2 là tận hưởng một cuộc sống chuẩn mực giữa lòng đô thị xanh, nơi mỗi buổi sáng dạo quanh hồ, con trẻ đi học trong khuôn viên, và tiện ích thương mại thể thao chỉ vài bước chân."
,Bán căn góc 2 PN tầng 18 view cầu Cần Thơ và trung tâm suất nội bộ,"Căn hộ cao cấp Cara River Park vị trí kim cương, tiện ích 5 sao.
Biểu tượng sống thượng lưu mới tại Cần Thơ.
Mặt tiền Vũ Đình Liệu, cách Đại lộ Võ Nguyên Giáp 50m trung tâm kết nối chiến lược, tiềm năng tăng giá mạnh mẽ.
Căn hộ chuẩn cao cấp (38 - 85m², 1PN - 3PN).
Thiết kế sang trọng nội thất nhập khẩu Châu Âu.
Ban công rộng thoáng pháp lý minh bạch, sổ hồng lâu dài.
Tiện ích 5 sao đẳng cấp.
Hồ bơi vô cực view toàn thành phố công viên ven sông Sky Garden Gym Spa TTTM BBQ ngoài trời an ninh 24/7.
Chính sách đặc biệt cho nhà đầu tư:
Cam kết cho thuê 24 tháng: 15 - 20tr/tháng.
Hỗ trợ vay 70%, miễn LS 2 năm đầu, ân hạn gốc đến 5 năm.
Cam kết mua lại sau 2 năm đúng giá HĐMB.
Lợi nhuận kỳ vọng ~30%/2 năm.
Suất ưu đãi giới hạn chỉ dành cho khách hàng nhanh tay!"
,"Đất nền Nam Long 2, Cần Thơ, 90m2, view công viên, gần trường học","Thông tin chi tiết:
Diện tích: 90m² (6m x 15m).
Hướng: Tây Nam.
Vị trí: View công viên, sát trường học sân thể thao quảng trường trung tâm.
Mặt tiền lộ giới 47m trục đường lớn, thuận tiện kinh doanh & di chuyển.
Lợi thế nổi bật:
Đất nền đẹp, pháp lý minh bạch, dễ xây dựng.
Không gian sống xanh gần gũi thiên nhiên.
Tiện ích nội khu đầy đủ, cộng đồng văn minh.
Tiềm năng tăng giá cao cơ hội đầu tư sinh lời bền vững.
Lựa chọn hoàn hảo cho an cư & đầu tư ngay tại trung tâm Nam Long II Central Lake Cần Thơ."
,"Cần bán gấp đất gần cầu Đầu Sấu, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ, 120m2, SHR","Bán đất mặt tiền đường Trần Hoàng Na Hưng Lợi, Ninh Kiều, Cần Thơ.
Diện tích: 120 m² (ngang 6m x dài 20m).
Pháp lý: Sổ hồng riêng, thổ cư 100%.
Vị trí đắc địa: Gần cầu Trần Hoàng Na, trường Đại học Cần Thơ, Bến xe trung tâm, bệnh viện, siêu thị, chợ Xuân Khánh.
Khu vực đông dân cư, kinh doanh sầm uất, thuận lợi mua bán, mở văn phòng, xây nhà ở hoặc đầu tư sinh lời."
,"Bán nền biệt thự 15x15m tại khu đô thị Nam Long Cần Thơ vị trí đẹp, giá tốt","Nền biệt thự đơn lập khan hiếm tại Nam Long 2 Central Lake.
Thanh toán nhanh, nhận chiết khấu lên đến 13,8%.
Sản phẩm: Nền biệt thự E6 - 04 (số lượng rất ít, hàng độc quyền).
Thông tin chi tiết:
- Diện tích: 15 x 15 m (225 m²).
- Lộ giới: 10 m.
- Hẻm kỹ thuật bên hông: 4 m.
- Hướng: Tây Bắc.
- Sổ hồng có sẵn sang tên ngay.
- Giá bán: 10 tỷ 1.
- Giá sau chiết khấu: 8 tỷ 7.
Hỗ trợ tài chính:
Ngân hàng hỗ trợ vay lên đến 70%, chính sách hỗ trợ lãi suất 0%.
Phù hợp cho khách hàng muốn tối ưu dòng tiền và an tâm đầu tư.
Giới thiệu dự án:
Nam Long 2 Central Lake Cần Thơ là khu đô thị tích hợp không gian sống xanh, tiện ích đầy đủ và hạ tầng đồng bộ."
,CỰC PHẨM HIẾM! NỀN 2 MẶT TIỀN NAM LONG 2 CẦN THƠ SỔ SẴN Ngang đến 7M,"Ngang 7m cực đẹp  -  Vị trí sáng giá
Nền đẹp  tiềm năng lớn  giá tốt nhất khu, thì đây là lựa chọn gần như không có nền thứ 2!
Diện tích: 105m² (7 X15)
Hẻm kỹ thuật 2 mặt tiền ( Mặt tiền Đường 10M - HẺM HÔNG 4M), thông thoáng  sang trọng  cực hiếm
Khu đô thị đông đúc, liền kề TRƯỜNG HỌC
Đường sá đồng bộ, tiện ích nội khu đầy đủ ( HỒ CẢNH QUAN 3.36ha, trường học, trung tâm thương mại, thể dục thể thao,....)
Giá bán: 4,649 tỷ ( hỗ trợ bank lên đến 80%)
Sổ hồng riêng  công chứng ngay
Lý do nền này cực đáng mua:
Ngang 7m hiếm có  xây nhà cực đẹp, tối ưu không gian ( biệt thự MINI)
2 mặt tiền giúp tăng giá trị tài sản, nhà luôn thông thoáng
Tiềm năng tăng giá mạnh khi hạ tầng Nam Long 2 đang phát triển, tiện ích nội khu ngày càng hoàn thiện
Tốc độ phủ dân cực nhanh"
,"Chính thức mở bán khu đất nền, biệt thự dự án Nam Long 2 Cần Thơ giá chỉ từ 3,1 tỷ/nền - SHR","Khu dự án Nam Long II Cần Thơ chính thức mở bán năm 2025.
- Giá nền nhà phố từ 3,1 tỷ - 3,5 tỷ.
- Giá nền biệt thự song lập từ 6 tỷ - 7 tỷ.
- Giá nên biệt thự đơn lập từ 8 tỷ - 10 tỷ.
* Chiết khấu ngay 10% khi mua.
* Chính sách thanh toán linh hoạt từ 6 tháng - 12 tháng - 24 tháng.
* Ngân hàng hỗ trợ vay lãi suất ưu đãi."
,"Nhà vị trí đẹp trục chính hẻm 107 Hoàng Văn Thụ, sát chợ An Cư, trường cấp 1,2,3 - giá rẻ","Nhà trục chính hẻm 107 Hoàng Văn Thụ - Phường An Cư, (Đặc biệt đã nâng cấp đô thị).
- Diện tích: 46,7m², DTSD: 93m².
- Đặc biệt: Nhà nở hậu.
- Pháp lý: Sổ hồng thổ cư 100%, có gpxd cấp chính.
- Hướng: Tây nam.
- Lộ giới: 4m (taxi tới nhà).
Nhà gồm: Sân đậu xe, phòng khách, bếp, 2 phòng ngủ, 2 vệ sinh, ban công. Cửa gỗ căm xe cao cấp, có sẵn máy lạnh, máy giặt vào ở ngay!
Nhà vị trí đẹp, trục chính hẻm thông thoáng, thích hợp kinh doanh mua bán nhỏ, spa, nail, lấy hộ khẩu cho con đi học..
Giá: 2 tỷ 570 triệu."
,"Căn shophouse đối diện CLB thể dục thể thao, view hồ, giá rẻ nhất khu. Giá 6,5 tỷ. 201m2 sàn","Shophouse tại Nam Long II Central Lake là lựa chọn hoàn hảo cho những ai tìm kiếm không gian kinh doanh và sinh sống lý tưởng. Nằm ở Phường Hưng Thạnh, Cái Răng, Cần Thơ, shophouse này có diện tích 201m² và mặt tiền 6m, lý tưởng cho việc kinh doanh hoặc cho thuê.
- Giá bán: 6,5 tỷ VND.
- Diện tích: 90m²; DT sàn: 201m².
- Mặt tiền rộng 6m, thuận lợi cho việc kinh doanh.
- Không nội thất, dễ dàng thiết kế theo ý thích.
- Pháp lý đầy đủ, đảm bảo an toàn cho giao dịch.
Shophouse này nổi bật với mặt tiền rộng, phù hợp cho các loại hình kinh doanh đa dạng, từ cửa hàng bán lẻ đến văn phòng. Pháp lý đầy đủ giúp khách hàng hoàn toàn yên tâm khi quyết định.
Bảng giá T11/2025.
Shophouse:
6x15: 201m² sàn: 6, x tỷ.
6x18: 257m² sàn: 7, x tỷ.
Biệt thự xây sẵn: Nền góc, view hồ: 16 tỷ."
,"Bán nhà 4 phòng ngủ đường Huỳnh Thúc Kháng 2,99 tỷ","- Hẻm 89 đường Huỳnh Thúc Kháng, Ninh Kiều.
- Hẻm 4m, Ô tô vô tới nơi.
- Nhà gần chợ An Nghiệp.
- Trệt, 1 lầu đúc. DT = 54,8 m².
- DTSD = 118 m².
- 1 p khách, 4 phòng ngủ, có 1 phòng ngủ tầng trệt, 2 wc, bếp, ban công mát mẻ.
- Sân trước đậu xe 2 bánh.
- Nhà mới đẹp.
- Tặng toàn bộ nội thất.
- Thổ cư 100%. Đã hoàn công.
- 2,99 tỷ. Còn TL.
- Tiện: Ở, định cư."
,"Bán đất nền Nam Long 2 - 90m2 - 3,3 tỷ - Trực tiếp chủ đầu tư","Vị trí nền nằm trong phân khu đẹp nhất dự án:
- Diện tích 6x15m (90m²) lộ giới 10m.
- Đối diện công viên nội khu tầm nhìn thoáng đãng, không gian sống xanh.
- Gần trường mẫu giáo, tiểu học, khu thể dục thể thao, nhà cao tầng đa chức năng.
- Cách hồ cảnh quan 3,36ha chỉ 150m, tận hưởng không khí trong lành.
- Kết nối nhanh chóng ra Trần Hoàng Na và Lê Trọng Tấn, thuận tiện di chuyển ra trung tâm Nam Cần Thơ.
Chính sách ưu đãi:
- Tổng chiết khấu lên đến 13,8%.
- Hỗ trợ vay tối đa 80%. Hỗ trợ ân hạn gốc lãi tối đa 18 tháng.
- Pháp lý rõ ràng sổ hồng riêng từng nền.
Hình thức: Mua trực tiếp từ chủ đầu tư.
Với quy hoạch đồng bộ, tiện ích hiện đại, cùng tiềm năng bứt phá mạnh mẽ sau sáp nhập Cần Thơ đất nền Nam Long 2 Central Lake chính là lựa chọn sáng giá cho nhà đầu tư & an cư lâu dài."
,Bán đất 338 m2 gần đại học nam Cần Thơ tiện xây trọ,"-        Hẻm Nguyễn Văn Cừ nối dài, Phong Điền, Cần Thơ
-        Gần chợ Mỹ Khánh 1 km, và đại học nam Cần Thơ 1 km
-        Cây xăng kế đại học nam Cần Thơ. ĐỐi diện cây xăng có hẻm rộng. Từ cây xăng chạy vô 1 km là tới mặt bằng , có qua cây cầu
-        DT = 338 m² = 6,5 x 52 , có 200 m² thổ cư giá 3,98 tỷ
-        Nếu mua nhỏ hơn , DT = 225 m² =  5 x 45, có 100 m² thổ cư giá 2,4 tỷ
-        Phía trước có con rạch. Lộ 4m, ô tô vô tới đất
-        Xung quanh là khu trọ, có rất nhiều dãy trọ, minihouse
-        Tiện: Xây minihouse, nhà trọ, biệt thự nghĩ dưỡng"
,"Bán nền góc 2 mặt tiền Nam Long 2 - 122,5m2 - 5,5 tỷ - Mua trực tiếp Chủ đầu tư","Thông tin nền:
- Diện tích 122,5m² (ngang 9m dài 15m) - lộ giới 10m.
- Gần khu tiện ích lớn, trường mẫu giáo, tiểu học, khu thể dục thể thao, nhà cao tầng đa chức năng.
- Gần công viên nội khu, cách hồ cảnh quan 150m, tận hưởng không khí trong lành.
- Thuận tiện di chuyển ra đường Trần Hoàng Na và Lê Trọng Tấn, di chuyển ra trung tâm Nam Cần Thơ.
Chính sách ưu đãi:
- Tổng chiết khấu lên đến 13,8%.
- Hỗ trợ vay tối đa 80%.
- Pháp lý rõ ràng sổ hồng riêng từng nền.
Hình thức: Mua trực tiếp từ Nam Long, không qua trung gian.
Với quy hoạch đồng bộ, tiện ích hiện đại, cùng tiềm năng bứt phá mạnh mẽ sau sáp nhập Cần Thơ đất nền Nam Long 2 Central Lake chính là lựa chọn sáng giá cho nhà đầu tư & an cư lâu dài."
,"Bán đất 41,6 m2 kế đại học Cần Thơ đường 3/2","- Trong hẻm đường 3/2, P. Xuân Khánh, quận Ninh Kiều, Cần Thơ.
- Xéo cổng C đại học Cần Thơ.
- Hẻm nhỏ, ô tô vô ko được.
DT = 41,6 m² = 4,1 x 10,15.
- Full thổ cư, đã có giấy phép XD chính.
- 1,32 tỷ. Còn TL."
,"Nhà góc 2 mặt tiền lộ trước nhà 4m, nhà cách trung tâm vài phút đi xe","Nhà đẹp giảm sốc 150 triệu.
Chỉ còn 1 tỷ 550 góc 2 mặt tiền.
Rạch Ông Dựa P. Long Tuyền Bình Thủy Cần Thơ.
Nhà 3PN, 2WC, sân đậu xe, full nội thất cơ bản.
Lộ 4m xe hơi tới nhà.
Hướng Đông Nam mát mẻ quanh năm.
Cách trung tâm chỉ 5km."
,"Cần bán đất gần ĐH Y Dược Cần Thơ tại Trần Minh Sơn,An Khánh, Ninh Kiều, Cần Thơ, 120m2/1,25ty, SHR","Bán đất đường Trần Minh Sơn, phường An Khánh, quận Ninh Kiều, TP. Cần Thơ.
Diện tích: 120m² (5m x 24m).
Giá bán: 1,25 tỷ
Vị trí: Đường Trần Minh Sơn, khu dân cư đông đúc, giao thông thuận tiện, gần trung tâm Ninh Kiều.
Tiện ích xung quanh:
Gần Đại học Cần Thơ, chợ An Khánh, bệnh viện.
Chỉ vài phút đến Vincom Hùng Vương, bến xe Cần Thơ.
Khu vực nhiều trường học, siêu thị, ngân hàng, cửa hàng tiện lợi.
Pháp lý: Sổ hồng riêng, thổ cư 100%."
,"Cara River Park nhận ngay lợi nhuận 8%, cam kết thuê lại 2 năm, sinh lời 480 triệu!","Căn hộ cao cấp Cara River Park sẵn sàng bàn giao tháng 12.
Nhận ngay lợi nhuận tức thì 8% Cam kết thuê lại 2 năm Sinh lời đến 480 triệu.
Vị trí kim cương giữa trung tâm Cần Thơ.
Mặt tiền Vũ Đình Liệu, cách Đại lộ Võ Nguyên Giáp chỉ 50m.
Nằm trong khu đô thị Hưng Phú mở rộng, 4 mặt tiền hiện hữu, tiềm năng tăng giá vượt trội.
Căn hộ sang trọng Nội thất chuẩn Châu Âu.
Diện tích đa dạng: 38m² 70m² 85m² (1PN 3PN).
Nội thất nhập khẩu từ Châu Âu, thiết kế tinh tế, đẳng cấp thượng lưu.
Sổ hồng lâu dài, pháp lý hoàn thiện, bàn giao ngay trong tháng 12.
Tiện ích đẳng cấp 5 sao.
Hồ bơi vô cực, sky garden, công viên ven sông xanh mát.
Gym, spa, yoga, BBQ ngoài trời, khu vui chơi trẻ em, TTTM & nhà hàng sang trọng.
An ninh 3 lớp 24/7, đảm bảo riêng tư & an toàn tuyệt đối.
Chính sách đặc biệt Duy nhất thời điểm này.
Lợi nhuận tức thì 8% khi sở hữu căn hộ.
Cam kết thuê lại 2 năm, thu nhập ổn định 1520 triệu/tháng (480 triệu/2 năm).
Cam kết mua lại sau 24 tháng đúng giá HĐMB.
Hỗ trợ vay 70%, miễn lãi suất 2 năm, ân hạn gốc 5 năm.
Sẵn sàng bàn giao chỉ còn vài suất cuối nhận chính sách 8% lợi nhuận tức thì!"
,"Nhà mặt tiền 20 tỷ ngang 5,4 m đường Nguyễn Trãi trung tâm Thành Phố Cần Thơ","_nắm chủ (20 tỷ)
bán nhà mặt tiền đường Nguyễn Trãi,
cập vách trường Mầm non Hoàng Anh
+ ĐC: Nguyễn Trãi, P.  Tân An , Ninh Kiều , Cần Thơ
+ Diện tích : 5,4m x 18,2m = 84m² (Nhà nở mặt tiền).
+ Kết cấu : nhà 1 trệt 2 lầu.
+ Pháp lý : Thổ cư 100%, sổ hồng hoàn công
+ Hướng : Tây Nam"
,Bán 7.200 m2 đất sầu riêng mặt tiền TL 926 Phong Điền,"- Mặt tiền Tỉnh lộ 926, Trường Long, Phong Điền, Cần Thơ.
- Lộ ô tô 16 m, rộng rãi.
- DT = 7.200 m² = 12 m vô 22m nở ra 20m, vô 78m nở ra 29 m X tổng chiều dài 270 m.
- CLN.
- Sổ hồng.
- Bắc.
- 7,5 tỷ. Giá bán trong tuần.
- Hỗ trợ vay."
,"Bán nền Biệt thự sổ hồng thổ cư, kế bên hẻm kỹ thuật khu nam long 2, cái răng cần thơ","BÁN NỀN BIỆT THỰ 15x15  HƯỚNG TÂY BẮC  VỊ TRÍ AN CƯ LÝ TƯỞNG
Kế hẻm kỹ thuật  Không gian thoáng  Riêng tư tuyệt đối
Bạn đang tìm một nơi an cư lâu dài, không gian sống trong lành, tiện ích đầy đủ? Đây chính là lựa chọn hoàn hảo!
Vị trí nổi bật:
Nền biệt thự diện tích 15x15m chuẩn đẹp, xây dựng dễ dàng
Hướng Tây Bắc mát mẻ, phong thủy hài hòa
Kề hẻm kỹ thuật, đảm bảo thông thoáng và riêng tư
Gần kề chuỗi tiện ích nội khu:
Hồ cảnh quan xanh mát
Công viên nội khu
Trường học  Khu đa chức năng
Hoàn hảo cho gia đình muốn tìm nơi ổn định, tiện nghi lâu dài
Ưu đãi SIÊU HẤP DẪN  Sinh nhật Tập đoàn
Chiết khấu lên đến 13,8%
Hỗ trợ vay 80% giá trị hợp đồng
Lãi suất 0% trong 18 tháng
Miễn phí quản lý 2 năm đầu
Lợi thế dành cho khách mua ở:
Không gian biệt thự rộng rãi, chuẩn sống xanh
Hệ tiện ích liền kề  đi vài bước chân là đến
Khu dân cư văn minh  thích hợp định cư lâu dài
Giá trị tài sản tăng ổn định theo thời gian"
